account_id,node2vec_00,node2vec_01,node2vec_02,node2vec_03,node2vec_04,node2vec_05,node2vec_06,node2vec_07
6616,-0.06063007,-0.070400804,-0.0109319985,-0.022464067,-0.019943103,0.08839995,-0.118616655,-0.011528671
3317,-0.8804811,-1.5923345,-0.61023897,0.64940244,0.6703751,-1.2964196,0.5102063,-0.8896524
869,-1.5342844,0.2862846,-0.39355823,1.7255641,0.1600251,-0.8203176,0.07495383,-0.071808495
1033,-0.06722227,-0.046040267,0.020044908,0.108665586,0.020959288,-0.08568935,0.08012807,-0.074825704
4935,0.014801979,0.06150824,-0.039698392,-0.058432534,-0.08648515,-0.049582943,-0.10598141,0.0905931
1021,-1.0810469,-1.6334134,-0.5052296,0.7974919,0.946962,-1.4991691,0.48541617,-0.6191087
6796,-1.5630077,0.41722926,-0.3933408,1.5622774,0.0016958745,-0.92577714,0.13937476,-0.113243826
9198,-1.0305425,-1.6743219,-0.5123699,0.6986838,0.92938,-1.6083561,0.48215905,-0.7384298
3162,-1.1399894,-1.637707,-0.63700813,0.7690049,0.98191136,-1.4701383,0.47050047,-0.8202852
8151,-0.6749428,-0.12740096,0.6251042,0.57151574,0.26547056,-0.15807083,0.86713004,-0.14320135
6816,-0.9821528,-1.6698742,-0.58128524,0.7372289,0.9267163,-1.3527507,0.6024315,-0.91893244
5643,-1.0873725,-1.3966804,-0.53820074,0.65250087,0.8568351,-1.3827987,0.50060564,-0.61573887
9964,-0.071889564,0.09401518,0.05857663,-0.07617204,0.10698818,0.07755025,-0.050682828,0.06839505
4670,-1.0711602,-1.5946417,-0.61538535,0.7281454,0.9347248,-1.6063966,0.5195,-0.8320302
6621,-1.0502214,-1.6312859,-0.5484926,0.7499702,0.8494378,-1.5499052,0.57751334,-0.5593169
6149,-0.9669556,-0.44795397,0.9895537,0.52494323,0.33377102,-0.035943642,1.1407133,-0.51543087
8414,-0.06997456,-0.094882146,0.10202621,0.08308205,0.057239413,0.054607272,0.0007677525,0.09222576
2815,-1.8524252,0.2344414,-0.5235911,2.2867856,0.19265926,-1.0488751,0.16633332,0.16916415
5913,-1.2116786,-1.7490181,-0.52110064,0.70445216,1.0994458,-1.8155024,0.6084681,-0.8205547
7648,-1.7010145,0.26261088,-0.39660737,2.07993,0.022101201,-0.96469647,0.02539745,-0.04637899
8215,-1.7356821,0.35301334,-0.4637856,1.9449922,0.008275449,-1.0383433,0.06913405,0.0177931
1202,0.10603936,0.03217563,-0.015758604,0.090453625,-0.06910615,-0.09111597,-0.09412636,-0.10119505
6055,0.045588702,0.12400368,-0.06244339,-0.06296383,-0.08696537,0.03332147,-0.12008414,0.044068784
6441,-0.8964531,-1.5878152,-0.5483076,0.706266,0.861272,-1.6077021,0.56902814,-0.6348761
3167,-0.97386944,-1.465764,-0.5736677,0.59463686,0.80264276,-1.5084851,0.5205244,-0.6405314
2855,0.097664595,0.0043220073,-0.096175805,-0.0621548,0.09087089,-0.10775414,0.07982056,0.025680214
5045,-0.12260638,-0.07470493,0.0022908002,-0.10085362,-0.093364894,0.105076134,-0.045002297,-0.006081581
3252,0.12047851,-0.07940528,-0.11659315,-0.0011605471,-0.012345329,0.037157595,-0.0230795,-0.08444585
3957,0.066417634,0.020765156,-0.0427296,0.07718749,-0.06935492,0.11081819,0.05156003,-0.041802987
8553,-1.0365586,-1.5990605,-0.715684,0.66728234,0.8365404,-1.5652059,0.6960899,-0.722639
10079,-1.1317254,-1.6778848,-0.6227261,0.82404906,1.0655925,-1.6951576,0.5772856,-0.69840527
5361,0.077043265,-0.03439039,0.012791559,-0.06658812,0.113600045,-0.066201776,0.12392484,-0.018717647
8038,-1.0805087,-1.6017787,-0.60858727,0.7285735,0.953556,-1.5773107,0.56738454,-0.76428664
5880,-0.9887695,-1.5589379,-0.54678184,0.6978002,0.8915135,-1.4411628,0.5669758,-0.6727288
7497,0.01162681,-0.059548765,-0.06641182,-0.12110919,-0.013583943,-0.02767536,0.07190198,-0.0085415095
4858,-0.0127009,-0.09155147,-0.09050058,-0.08746044,0.10039522,0.08088517,0.08632204,0.11015783
