root_account_id,path_type,account_1,account_2,account_3,label_1,label_2,label_3,time_1,time_2,delay_hours,amount_1,amount_2,amount_ratio,path_evidence_score
6739,root_mid_out_24h,6739,4577,10265,其它,其它,其它,2025-09-18 10:52:12,2025-09-19 08:50:12,21.966666666666665,7473523.0,55004554.62,7.359923107214629,0.08472222222222225
8713,root_mid_out_24h,8713,4185,3754,其它,其它,其它,2025-09-11 11:36:18,2025-09-11 15:19:59,3.7280555555555557,272.0,400.0,1.4705882352941178,1.9034878812636165
8713,root_mid_out_24h,8713,7863,3754,其它,其它,其它,2025-09-11 11:36:18,2025-09-11 15:19:59,3.7280555555555557,272.0,400.0,1.4705882352941178,1.9034878812636165
8713,root_mid_out_24h,8713,7863,6756,其它,其它,其它,2025-08-20 14:27:08,2025-08-20 15:02:49,0.5947222222222223,912.0,270000.0,296.05263157894734,0.9752199074074074
8713,root_mid_out_24h,8713,4185,6756,其它,其它,其它,2025-08-20 14:27:08,2025-08-20 15:02:49,0.5947222222222223,912.0,270000.0,296.05263157894734,0.9752199074074074
8713,root_mid_out_24h,8713,4185,1906,其它,其它,其它,2025-08-20 14:27:08,2025-08-20 15:40:57,1.2302777777777778,912.0,8916.0,9.776315789473685,0.9487384259259259
8713,root_mid_out_24h,8713,7863,1906,其它,其它,其它,2025-08-20 14:27:08,2025-08-20 15:40:57,1.2302777777777778,912.0,8916.0,9.776315789473685,0.9487384259259259
8713,root_mid_out_24h,8713,4185,1465,其它,其它,其它,2025-09-11 11:36:18,2025-09-11 14:06:01,2.495277777777778,272.0,2280.0,8.382352941176471,0.8960300925925926
8713,root_mid_out_24h,8713,7863,1465,其它,其它,其它,2025-09-11 11:36:18,2025-09-11 14:06:01,2.495277777777778,272.0,2280.0,8.382352941176471,0.8960300925925926
8713,root_mid_out_24h,8713,4185,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:31,2.9161111111111113,228.0,1080000.0,4736.8421052631575,0.8784953703703704
8713,root_mid_out_24h,8713,7863,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:31,2.9161111111111113,228.0,1080000.0,4736.8421052631575,0.8784953703703704
8713,root_mid_out_24h,8713,4185,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:34,2.9169444444444443,228.0,1085000.0,4758.771929824561,0.8784606481481482
8713,root_mid_out_24h,8713,7863,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:34,2.9169444444444443,228.0,1085000.0,4758.771929824561,0.8784606481481482
8713,root_mid_out_24h,8713,4185,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:39,2.9183333333333334,228.0,1140000.0,5000.0,0.8784027777777778
8713,root_mid_out_24h,8713,7863,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:39,2.9183333333333334,228.0,1140000.0,5000.0,0.8784027777777778
8713,root_mid_out_24h,8713,7863,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:42,2.9191666666666665,228.0,1690000.0,7412.2807017543855,0.8783680555555555
8713,root_mid_out_24h,8713,4185,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:42,2.9191666666666665,228.0,1690000.0,7412.2807017543855,0.8783680555555555
8713,root_mid_out_24h,8713,7863,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:47,2.9205555555555556,228.0,1186000.0,5201.754385964912,0.8783101851851852
8713,root_mid_out_24h,8713,4185,6756,其它,其它,其它,2025-09-05 11:41:33,2025-09-05 14:36:47,2.9205555555555556,228.0,1186000.0,5201.754385964912,0.8783101851851852
